id,month,year,region,population,pulmonary_tuberculosis,other_tuberculosis,typhoid,diptheria_and_croup,diptheria,croup,scarlet_fever,measles,whooping_cough,pneumonia,diarrhea_and_enteritis,diarrhea_under_five,cerebro_spinal_fever,polio,influenza,septicemia,cancer,external_causes,violence,smallpox
2145,3,1906,class_5_cities,129931,...,...,...,...,...,0,0,0,1,19,...,2,1,...,1,0,9,...,5,0
2146,4,1906,indiana,2648549,...,...,...,...,...,1,8,3,27,386,...,27,42,...,28,8,125,...,124,0
2147,4,1906,northern_counties,887832,...,...,...,...,...,0,1,2,5,123,...,9,15,...,9,2,42,...,32,0
2148,4,1906,central_counties,1087620,...,...,...,...,...,0,3,1,13,176,...,9,14,...,11,4,56,...,73,0
2149,4,1906,southern_counties,673097,...,...,...,...,...,1,4,0,9,87,...,9,13,...,8,2,27,...,19,0
2150,4,1906,urban,977812,...,...,...,...,...,0,4,1,13,169,...,11,13,...,13,2,58,...,67,0
2151,4,1906,rural,1670737,...,...,...,...,...,1,4,2,14,217,...,16,29,...,15,6,67,...,57,0
2152,4,1906,class_1_cities,260046,...,...,...,...,...,0,2,0,7,52,...,4,2,...,4,1,13,...,18,0
2153,4,1906,class_2_cities,159349,...,...,...,...,...,0,0,0,0,38,...,4,4,...,1,0,10,...,14,0
2154,4,1906,class_3_cities,231707,...,...,...,...,...,0,1,0,2,32,...,2,2,...,2,1,15,...,10,0
2155,4,1906,class_4_cities,196779,...,...,...,...,...,0,0,0,2,24,...,0,2,...,6,0,10,...,13,0
2156,4,1906,class_5_cities,129931,...,...,...,...,...,0,1,1,2,23,...,1,3,...,0,0,10,...,12,0
2157,5,1906,indiana,2648549,...,...,...,...,...,0,4,6,35,213,...,38,40,...,14,6,128,...,152,0
2158,5,1906,northern_counties,887832,...,...,...,...,...,0,1,3,8,78,...,16,16,...,2,2,34,...,61,0
2159,5,1906,central_counties,1087620,...,...,...,...,...,0,0,3,18,95,...,10,18,...,7,2,69,...,57,0
2160,5,1906,southern_counties,673097,...,...,...,...,...,0,3,0,9,40,...,12,6,...,5,2,25,...,34,0
2161,5,1906,urban,977812,...,...,...,...,...,0,0,4,15,119,...,21,24,...,1,4,55,...,78,0
2162,5,1906,rural,1670737,...,...,...,...,...,0,4,2,20,94,...,17,16,...,13,2,74,...,74,0
2163,5,1906,class_1_cities,260046,...,...,...,...,...,0,0,0,7,33,...,3,7,...,0,1,19,...,18,0
2164,5,1906,class_2_cities,159349,...,...,...,...,...,0,0,0,2,36,...,5,4,...,0,1,12,...,15,0
2165,5,1906,class_3_cities,231707,...,...,...,...,...,0,0,1,2,19,...,4,6,...,0,1,9,...,23,0
2166,5,1906,class_4_cities,196779,...,...,...,...,...,0,0,3,4,22,...,8,6,...,0,1,12,...,13,0
2167,5,1906,class_5_cities,129931,...,...,...,...,...,0,0,0,0,9,...,1,1,...,1,0,3,...,9,0
2168,6,1906,indiana,2648549,...,...,...,...,...,0,12,4,19,111,...,68,43,...,3,10,95,...,164,0
2169,6,1906,northern_counties,887832,...,...,...,...,...,0,5,3,4,45,...,18,15,...,1,3,23,...,59,0
2170,6,1906,central_counties,1087620,...,...,...,...,...,0,4,1,10,53,...,20,16,...,1,5,46,...,65,0
2171,6,1906,southern_counties,673097,...,...,...,...,...,0,3,0,5,13,...,30,12,...,1,2,26,...,40,0
2172,6,1906,urban,977812,...,...,...,...,...,0,4,3,9,63,...,40,15,...,2,6,44,...,79,0
2173,6,1906,rural,1670737,...,...,...,...,...,0,8,1,10,48,...,28,28,...,1,4,51,...,85,0
2174,6,1906,class_1_cities,260046,...,...,...,...,...,0,1,0,3,17,...,15,2,...,1,1,8,...,26,0
2175,6,1906,class_2_cities,159349,...,...,...,...,...,0,2,0,3,16,...,5,4,...,0,2,11,...,17,0
2176,6,1906,class_3_cities,231707,...,...,...,...,...,0,1,1,2,15,...,8,4,...,0,1,9,...,15,0
2177,6,1906,class_4_cities,196779,...,...,...,...,...,0,0,2,1,13,...,7,5,...,1,1,12,...,16,0
2178,6,1906,class_5_cities,129931,...,...,...,...,...,0,0,0,0,2,...,5,0,...,0,1,4,...,5,0
2179,7,1906,indiana,2648549,...,...,...,...,...,1,7,0,17,85,...,306,39,...,3,9,109,...,208,1
2180,7,1906,northern_counties,887832,...,...,...,...,...,0,0,0,4,31,...,47,12,...,0,1,39,...,64,0
2181,7,1906,central_counties,1087620,...,...,...,...,...,1,6,0,7,33,...,137,21,...,2,2,41,...,84,0
2182,7,1906,southern_counties,673097,...,...,...,...,...,0,1,0,6,21,...,122,6,...,1,6,29,...,60,1
2183,7,1906,urban,982266,...,...,...,...,...,1,2,0,10,42,...,164,26,...,1,3,55,...,96,0
2184,7,1906,rural,1666283,...,...,...,...,...,0,5,0,7,43,...,142,13,...,2,6,54,...,112,1
2185,7,1906,class_1_cities,266929,...,...,...,...,...,1,1,0,2,19,...,63,8,...,1,1,13,...,19,0
2186,7,1906,class_2_cities,155297,...,...,...,...,...,0,0,0,3,6,...,26,3,...,0,0,12,...,16,0
2187,7,1906,class_3_cities,241848,...,...,...,...,...,0,0,0,0,4,...,25,6,...,0,1,13,...,34,0
2188,7,1906,class_4_cities,188261,...,...,...,...,...,0,0,0,2,12,...,34,7,...,0,1,11,...,11,0
2189,7,1906,class_5_cities,129931,...,...,...,...,...,0,1,0,3,1,...,16,2,...,0,0,6,...,16,0
2190,8,1906,indiana,2648549,...,...,...,...,...,1,5,1,8,79,...,459,40,...,2,8,123,...,194,0
2191,8,1906,northern_counties,887832,...,...,...,...,...,1,1,1,0,23,...,161,5,...,0,1,46,...,70,0
2192,8,1906,central_counties,1087620,...,...,...,...,...,0,1,0,6,36,...,181,16,...,2,7,54,...,86,0
2193,8,1906,southern_counties,673097,...,...,...,...,...,0,3,0,2,20,...,117,19,...,0,0,23,...,38,0
2194,8,1906,urban,982266,...,...,...,...,...,0,3,1,4,40,...,211,19,...,2,5,51,...,110,0
2195,8,1906,rural,1666283,...,...,...,...,...,1,2,0,4,39,...,248,21,...,0,3,72,...,84,0
2196,8,1906,class_1_cities,266929,...,...,...,...,...,0,0,0,2,14,...,45,3,...,1,2,11,...,33,0
2197,8,1906,class_2_cities,155297,...,...,...,...,...,0,1,0,0,10,...,46,2,...,0,0,12,...,24,0
2198,8,1906,class_3_cities,241848,...,...,...,...,...,0,0,0,1,7,...,47,5,...,1,1,9,...,24,0
2199,8,1906,class_4_cities,188261,...,...,...,...,...,0,2,1,0,8,...,48,6,...,0,1,14,...,21,0
2200,8,1906,class_5_cities,129931,...,...,...,...,...,0,0,0,1,1,...,25,3,...,0,1,5,...,8,0
2201,9,1906,indiana,2648549,...,...,...,...,...,4,5,0,5,93,...,426,50,...,2,6,95,...,196,2
2202,9,1906,northern_counties,887832,...,...,...,...,...,1,2,0,3,29,...,140,13,...,0,2,33,...,59,0
2203,9,1906,central_counties,1087620,...,...,...,...,...,2,1,0,1,46,...,174,22,...,2,3,38,...,104,0
2204,9,1906,southern_counties,673097,...,...,...,...,...,1,2,0,1,18,...,112,15,...,0,1,24,...,33,2
2205,9,1906,urban,982266,...,...,...,...,...,1,1,0,3,57,...,173,20,...,0,4,46,...,115,0
2206,9,1906,rural,1666283,...,...,...,...,...,3,4,0,2,36,...,253,30,...,2,2,49,...,81,2
2207,9,1906,class_1_cities,266929,...,...,...,...,...,0,1,0,0,18,...,47,2,...,0,1,7,...,37,0
2208,9,1906,class_2_cities,155297,...,...,...,...,...,1,0,0,0,12,...,25,2,...,0,1,6,...,27,0
2209,9,1906,class_3_cities,241848,...,...,...,...,...,0,0,0,2,16,...,30,6,...,0,2,17,...,21,0
2210,9,1906,class_4_cities,188261,...,...,...,...,...,0,0,0,1,7,...,45,10,...,0,0,10,...,14,0
2211,9,1906,class_5_cities,129931,...,...,...,...,...,0,0,0,0,4,...,26,0,...,0,0,6,...,16,0
2212,10,1906,indiana,2648549,...,...,...,...,...,5,9,0,4,176,...,200,31,...,7,8,114,...,179,3
2213,10,1906,northern_counties,887832,...,...,...,...,...,1,0,0,1,46,...,77,8,...,3,2,38,...,57,0
2214,10,1906,central_counties,1087620,...,...,...,...,...,1,7,0,1,71,...,60,11,...,1,5,46,...,83,0
2215,10,1906,southern_counties,673097,...,...,...,...,...,3,2,0,2,59,...,63,12,...,3,1,30,...,39,3
2216,10,1906,urban,982266,...,...,...,...,...,3,3,0,2,93,...,83,14,...,3,6,58,...,96,3
2217,10,1906,rural,1666283,...,...,...,...,...,2,6,0,2,83,...,117,17,...,4,2,56,...,83,0
2218,10,1906,class_1_cities,266929,...,...,...,...,...,1,1,0,0,35,...,14,4,...,0,2,16,...,24,0
2219,10,1906,class_2_cities,155297,...,...,...,...,...,0,0,0,0,7,...,16,2,...,0,0,8,...,20,0
2220,10,1906,class_3_cities,241848,...,...,...,...,...,2,0,0,2,25,...,25,3,...,2,3,15,...,28,0
2221,10,1906,class_4_cities,188261,...,...,...,...,...,0,2,0,0,17,...,14,2,...,1,1,14,...,14,3
2222,10,1906,class_5_cities,129931,...,...,...,...,...,0,0,0,0,9,...,14,3,...,0,0,5,...,10,0
2223,11,1906,indiana,2648549,...,...,...,...,...,2,14,1,6,302,...,61,23,...,8,6,91,...,184,0
2224,11,1906,northern_counties,887832,...,...,...,...,...,1,3,0,3,96,...,22,10,...,1,1,29,...,70,0
2225,11,1906,central_counties,1087620,...,...,...,...,...,1,5,1,1,108,...,23,5,...,3,1,47,...,73,0
2226,11,1906,southern_counties,673097,...,...,...,...,...,0,6,0,2,98,...,16,8,...,4,4,15,...,41,0
2227,11,1906,urban,982266,...,...,...,...,...,0,5,1,6,132,...,33,13,...,3,2,45,...,89,0
2228,11,1906,rural,1666283,...,...,...,...,...,2,9,0,0,170,...,28,10,...,5,4,46,...,95,0
2229,11,1906,class_1_cities,266929,...,...,...,...,...,0,1,0,0,40,...,7,4,...,1,1,11,...,22,0
2230,11,1906,class_2_cities,155297,...,...,...,...,...,0,0,0,2,15,...,6,0,...,1,0,12,...,19,0
2231,11,1906,class_3_cities,241848,...,...,...,...,...,0,0,1,1,32,...,6,4,...,1,1,10,...,22,0
2232,11,1906,class_4_cities,188261,...,...,...,...,...,0,4,0,3,25,...,9,3,...,0,0,9,...,13,0
2233,11,1906,class_5_cities,129931,...,...,...,...,...,0,0,0,0,20,...,5,2,...,0,0,3,...,13,0
2234,12,1906,indiana,2648549,...,...,...,...,...,7,5,2,10,408,...,31,17,...,18,12,111,...,185,1
2235,12,1906,northern_counties,887832,...,...,...,...,...,3,1,0,2,130,...,12,3,...,9,4,38,...,53,0
2236,12,1906,central_counties,1087620,...,...,...,...,...,1,2,2,2,163,...,7,6,...,7,5,51,...,94,1
2237,12,1906,southern_counties,673097,...,...,...,...,...,3,2,0,6,115,...,12,8,...,2,3,22,...,38,0
2238,12,1906,urban,982266,...,...,...,...,...,3,4,2,2,153,...,13,9,...,4,5,48,...,86,1
2239,12,1906,rural,1666283,...,...,...,...,...,4,1,0,8,255,...,18,8,...,14,7,63,...,99,0
2240,12,1906,class_1_cities,266929,...,...,...,...,...,0,2,0,0,44,...,3,2,...,1,2,15,...,25,1
2241,12,1906,class_2_cities,155297,...,...,...,...,...,0,0,0,1,30,...,3,1,...,1,2,11,...,26,0
2242,12,1906,class_3_cities,241848,...,...,...,...,...,2,0,1,1,34,...,3,5,...,2,1,8,...,20,0
2243,12,1906,class_4_cities,188261,...,...,...,...,...,1,1,0,0,24,...,3,0,...,0,0,10,...,12,0
2244,12,1906,class_5_cities,129931,...,...,...,...,...,0,1,1,0,21,...,1,1,...,0,0,4,...,3,0
2245,1,1907,indiana,2648549,...,...,...,...,...,4,6,5,7,427,...,31,20,...,62,19,114,...,140,3
2246,1,1907,northern_counties,887832,...,...,...,...,...,4,4,3,3,137,...,11,4,...,17,1,41,...,38,1
2247,1,1907,central_counties,1087620,...,...,...,...,...,0,2,1,2,203,...,11,10,...,34,13,47,...,85,2
2248,1,1907,southern_counties,673097,...,...,...,...,...,0,0,1,2,87,...,9,6,...,11,5,26,...,17,0
2249,1,1907,urban,982266,...,...,...,...,...,2,4,4,3,201,...,17,10,...,25,11,62,...,73,3
2250,1,1907,rural,1666283,...,...,...,...,...,2,2,1,4,226,...,14,10,...,37,8,52,...,67,0
2251,1,1907,class_1_cities,266929,...,...,...,...,...,0,0,0,1,65,...,2,2,...,7,7,18,...,22,2
2252,1,1907,class_2_cities,155297,...,...,...,...,...,1,2,1,0,31,...,2,5,...,3,0,11,...,19,0
2253,1,1907,class_3_cities,241848,...,...,...,...,...,0,1,0,1,52,...,6,1,...,4,0,20,...,17,1
2254,1,1907,class_4_cities,188261,...,...,...,...,...,0,1,0,1,32,...,3,2,...,4,2,3,...,8,0
2255,1,1907,class_5_cities,129931,...,...,...,...,...,1,0,3,0,21,...,4,0,...,7,2,10,...,7,0
2256,2,1907,indiana,2648549,...,...,...,...,...,1,6,11,6,664,...,17,20,...,124,11,95,...,131,1
2257,2,1907,northern_counties,887832,...,...,...,...,...,0,1,1,0,190,...,10,6,...,36,6,40,...,39,1
2258,2,1907,central_counties,1087620,...,...,...,...,...,1,4,10,5,304,...,4,6,...,53,3,34,...,61,0
2259,2,1907,southern_counties,673097,...,...,...,...,...,0,1,0,1,170,...,3,8,...,35,2,21,...,31,0
2260,2,1907,urban,982266,...,...,...,...,...,0,1,5,1,284,...,9,7,...,41,6,42,...,71,0
2261,2,1907,rural,1666283,...,...,...,...,...,1,5,6,5,380,...,8,13,...,83,5,53,...,60,1
2262,2,1907,class_1_cities,266929,...,...,...,...,...,0,1,3,0,86,...,1,2,...,10,3,13,...,16,0
2263,2,1907,class_2_cities,155297,...,...,...,...,...,0,0,1,0,47,...,1,0,...,3,1,9,...,14,0
2264,2,1907,class_3_cities,241848,...,...,...,...,...,0,0,0,1,62,...,1,4,...,15,1,8,...,20,0
2265,2,1907,class_4_cities,188261,...,...,...,...,...,0,0,0,0,62,...,5,1,...,8,0,7,...,20,0
2266,2,1907,class_5_cities,129931,...,...,...,...,...,0,0,1,0,27,...,1,0,...,5,1,5,...,1,0
2267,3,1907,indiana,2698559,...,...,...,...,...,3,18,15,10,575,...,28,39,...,204,17,120,...,166,0
2268,3,1907,northern_counties,899960,...,...,...,...,...,1,4,2,3,181,...,11,9,...,75,4,43,...,47,0
2269,3,1907,central_counties,1122950,...,...,...,...,...,1,13,10,3,239,...,12,17,...,68,7,51,...,85,0
2270,3,1907,southern_counties,675649,...,...,...,...,...,1,1,3,4,155,...,5,13,...,61,6,26,...,34,0
2271,3,1907,urban,1032376,...,...,...,...,...,1,7,9,2,226,...,14,20,...,63,8,62,...,88,0
2272,3,1907,rural,1666183,...,...,...,...,...,2,11,6,8,349,...,14,19,...,141,9,58,...,78,0
2273,3,1907,class_1_cities,386863,...,...,...,...,...,0,6,4,0,78,...,3,4,...,19,2,26,...,45,0
2274,3,1907,class_2_cities,97740,...,...,...,...,...,0,1,0,0,22,...,0,1,...,4,2,4,...,10,0
2275,3,1907,class_3_cities,238403,...,...,...,...,...,0,0,1,0,45,...,1,5,...,18,2,10,...,16,0
2276,3,1907,class_4_cities,179439,...,...,...,...,...,1,0,3,2,44,...,7,7,...,9,1,9,...,9,0
2277,3,1907,class_5_cities,129931,...,...,...,...,...,0,0,1,0,37,...,3,3,...,13,1,13,...,8,0
2278,4,1907,indiana,2698559,...,...,...,...,...,0,6,42,10,284,...,18,28,...,52,29,121,...,149,1
2279,4,1907,northern_counties,899960,...,...,...,...,...,0,2,13,0,88,...,10,7,...,11,8,40,...,58,1
2280,4,1907,central_counties,1122950,...,...,...,...,...,0,1,22,6,120,...,6,15,...,25,13,51,...,61,0
2281,4,1907,southern_counties,675649,...,...,...,...,...,0,3,7,4,76,...,2,6,...,16,8,30,...,30,0
2282,4,1907,urban,1032376,...,...,...,...,...,0,4,25,5,130,...,7,12,...,15,16,66,...,79,1
2283,4,1907,rural,1666183,...,...,...,...,...,0,2,17,5,154,...,11,16,...,37,13,55,...,70,0
2284,4,1907,class_1_cities,386863,...,...,...,...,...,0,0,16,1,61,...,3,6,...,8,4,27,...,33,0
2285,4,1907,class_2_cities,97740,...,...,...,...,...,0,1,1,1,5,...,1,2,...,1,1,4,...,4,0
2286,4,1907,class_3_cities,238403,...,...,...,...,...,0,3,2,1,27,...,2,1,...,3,5,14,...,21,1
2287,4,1907,class_4_cities,179439,...,...,...,...,...,0,0,5,2,21,...,0,3,...,2,2,12,...,13,0
2288,4,1907,class_5_cities,129931,...,...,...,...,...,0,0,1,0,16,...,1,0,...,1,4,9,...,8,0
2289,5,1907,indiana,2698559,...,...,...,...,...,1,4,19,8,331,...,36,22,...,43,19,99,...,180,1
2290,5,1907,northern_counties,899960,...,...,...,...,...,0,3,3,2,118,...,15,9,...,17,4,36,...,55,1
2291,5,1907,central_counties,1122950,...,...,...,...,...,1,0,11,2,132,...,12,10,...,18,13,36,...,76,0
2292,5,1907,southern_counties,675649,...,...,...,...,...,0,1,5,4,81,...,9,3,...,8,2,27,...,49,0
2293,5,1907,urban,1032376,...,...,...,...,...,0,2,13,5,180,...,16,12,...,18,11,49,...,90,1
2294,5,1907,rural,1666183,...,...,...,...,...,1,2,6,3,151,...,20,10,...,25,8,50,...,90,0
2295,5,1907,class_1_cities,386863,...,...,...,...,...,0,1,5,1,73,...,2,1,...,9,6,16,...,39,0
2296,5,1907,class_2_cities,97740,...,...,...,...,...,0,1,5,0,15,...,0,2,...,1,4,3,...,7,1
2297,5,1907,class_3_cities,238403,...,...,...,...,...,0,0,0,1,37,...,8,3,...,4,1,9,...,28,0
2298,5,1907,class_4_cities,179439,...,...,...,...,...,0,0,3,2,32,...,4,4,...,3,0,10,...,9,0
2299,5,1907,class_5_cities,129931,...,...,...,...,...,0,0,0,1,23,...,2,2,...,1,0,11,...,7,0
2300,6,1907,indiana,2698559,...,...,...,...,...,1,2,16,9,151,...,86,14,...,15,12,119,...,184,1
2301,6,1907,northern_counties,899960,...,...,...,...,...,0,0,3,2,45,...,9,4,...,6,2,40,...,70,1
2302,6,1907,central_counties,1122950,...,...,...,...,...,1,2,6,3,68,...,16,7,...,5,9,51,...,72,0
2303,6,1907,southern_counties,675649,...,...,...,...,...,0,0,7,4,38,...,61,3,...,4,1,28,...,42,0
2304,6,1907,urban,1032376,...,...,...,...,...,1,2,7,4,92,...,40,6,...,4,7,57,...,97,0
2305,6,1907,rural,1666183,...,...,...,...,...,0,0,9,5,59,...,46,8,...,11,5,62,...,87,1
2306,6,1907,class_1_cities,386863,...,...,...,...,...,0,2,3,0,39,...,13,1,...,1,3,20,...,35,0
2307,6,1907,class_2_cities,97740,...,...,...,...,...,0,0,0,0,4,...,2,2,...,1,1,5,...,11,0
2308,6,1907,class_3_cities,238403,...,...,...,...,...,1,0,1,3,25,...,9,1,...,1,2,14,...,20,0
2309,6,1907,class_4_cities,179439,...,...,...,...,...,0,0,1,1,16,...,10,1,...,1,0,10,...,23,0
2310,6,1907,class_5_cities,129931,...,...,...,...,...,0,0,2,0,8,...,6,1,...,0,1,8,...,8,0
2311,7,1907,indiana,2698559,...,...,...,...,...,0,9,14,15,84,...,415,13,...,7,13,145,...,225,0
2312,7,1907,northern_counties,899960,...,...,...,...,...,0,3,6,2,27,...,53,2,...,1,4,53,...,73,0
2313,7,1907,central_counties,1122950,...,...,...,...,...,0,4,6,6,36,...,205,5,...,2,7,63,...,102,0
2314,7,1907,southern_counties,675649,...,...,...,...,...,0,2,2,7,21,...,157,6,...,4,2,29,...,50,0
2315,7,1907,urban,1032376,...,...,...,...,...,0,4,9,8,55,...,218,7,...,1,9,71,...,127,0
2316,7,1907,rural,1666183,...,...,...,...,...,0,5,5,7,29,...,197,6,...,6,4,74,...,98,0
2317,7,1907,class_1_cities,386863,...,...,...,...,...,0,1,3,3,17,...,98,1,...,0,3,26,...,56,0
2318,7,1907,class_2_cities,97740,...,...,...,...,...,0,0,0,0,1,...,29,0,...,0,2,3,...,8,0
2319,7,1907,class_3_cities,238403,...,...,...,...,...,0,3,1,4,14,...,21,0,...,1,0,20,...,23,0
2320,7,1907,class_4_cities,179439,...,...,...,...,...,0,0,5,1,11,...,44,6,...,0,3,10,...,29,0
2321,7,1907,class_5_cities,129931,...,...,...,...,...,0,0,0,0,12,...,26,0,...,0,1,12,...,11,0
2322,8,1907,indiana,2698559,...,...,...,...,...,0,5,5,22,66,...,542,11,...,6,11,147,...,186,0
2323,8,1907,northern_counties,899960,...,...,...,...,...,0,1,1,4,19,...,201,6,...,1,4,45,...,77,0
2324,8,1907,central_counties,1122950,...,...,...,...,...,0,4,1,10,35,...,246,2,...,3,3,74,...,81,0
2325,8,1907,southern_counties,675649,...,...,...,...,...,0,0,3,8,12,...,95,3,...,2,4,28,...,28,0
2326,8,1907,urban,1032376,...,...,...,...,...,0,4,1,15,35,...,255,6,...,2,4,61,...,93,0
2327,8,1907,rural,1666183,...,...,...,...,...,0,1,4,7,31,...,287,5,...,4,7,86,...,93,0
2328,8,1907,class_1_cities,386863,...,...,...,...,...,0,3,1,6,15,...,87,1,...,0,2,27,...,41,0
2329,8,1907,class_2_cities,97740,...,...,...,...,...,0,0,0,0,3,...,33,1,...,0,0,4,...,4,0
2330,8,1907,class_3_cities,238403,...,...,...,...,...,0,0,0,3,8,...,45,1,...,1,0,12,...,24,0
2331,8,1907,class_4_cities,179439,...,...,...,...,...,0,1,0,5,6,...,62,2,...,1,2,12,...,13,0
2332,8,1907,class_5_cities,129931,...,...,...,...,...,0,0,0,1,3,...,28,1,...,0,0,6,...,11,0
2333,9,1907,indiana,2698559,...,...,...,...,...,2,2,1,8,93,...,280,13,...,6,8,115,...,199,0
2334,9,1907,northern_counties,899960,...,...,...,...,...,1,1,0,3,26,...,115,4,...,0,3,46,...,62,0
2335,9,1907,central_counties,1122950,...,...,...,...,...,1,1,0,3,46,...,102,4,...,4,4,43,...,99,0
2336,9,1907,southern_counties,675649,...,...,...,...,...,0,0,1,2,21,...,63,5,...,2,1,26,...,38,0
2337,9,1907,urban,1032376,...,...,...,...,...,0,2,0,6,42,...,138,3,...,3,5,48,...,89,0
2338,9,1907,rural,1666183,...,...,...,...,...,2,0,1,2,51,...,142,10,...,3,3,67,...,110,0
2339,9,1907,class_1_cities,386863,...,...,...,...,...,0,1,0,0,18,...,47,0,...,0,2,20,...,40,0
2340,9,1907,class_2_cities,97740,...,...,...,...,...,0,0,0,0,3,...,19,0,...,0,0,5,...,4,0
2341,9,1907,class_3_cities,238403,...,...,...,...,...,0,0,0,1,6,...,21,1,...,0,1,11,...,17,0
2342,9,1907,class_4_cities,179439,...,...,...,...,...,0,1,0,3,7,...,34,2,...,2,1,10,...,22,0
2343,9,1907,class_5_cities,129931,...,...,...,...,...,0,0,0,2,8,...,17,0,...,1,1,2,...,6,0
2344,10,1907,indiana,2694185,...,...,...,...,...,1,6,1,1,160,...,153,10,...,3,5,113,...,219,0
2345,10,1907,northern_counties,899960,...,...,...,...,...,0,1,1,0,53,...,50,3,...,0,2,48,...,76,0
2346,10,1907,central_counties,1118576,...,...,...,...,...,0,4,0,0,78,...,60,4,...,1,3,47,...,103,0
2347,10,1907,southern_counties,675649,...,...,...,...,...,1,1,0,1,29,...,43,3,...,2,0,18,...,40,0
2348,10,1907,urban,1028002,...,...,...,...,...,0,6,0,0,74,...,67,4,...,1,4,52,...,106,0
2349,10,1907,rural,1666183,...,...,...,...,...,1,0,1,1,86,...,86,6,...,2,1,61,...,113,0
2350,10,1907,class_1_cities,386863,...,...,...,...,...,0,3,0,0,37,...,24,3,...,0,3,19,...,45,0
2351,10,1907,class_2_cities,97740,...,...,...,...,...,0,0,0,0,5,...,11,0,...,0,0,6,...,8,0
2352,10,1907,class_3_cities,234029,...,...,...,...,...,0,2,0,0,15,...,9,1,...,1,0,10,...,22,0
2353,10,1907,class_4_cities,179439,...,...,...,...,...,0,0,0,0,11,...,14,0,...,0,1,13,...,20,0
2354,10,1907,class_5_cities,129931,...,...,...,...,...,0,1,0,0,6,...,9,0,...,0,0,4,...,11,0
2355,11,1907,indiana,2694185,...,...,...,...,...,3,7,3,3,245,...,43,9,...,13,9,121,...,176,0
2356,11,1907,northern_counties,899960,...,...,...,...,...,0,3,1,0,69,...,15,2,...,4,3,46,...,72,0
2357,11,1907,central_counties,1118576,...,...,...,...,...,1,2,0,1,103,...,14,4,...,6,5,46,...,62,0
2358,11,1907,southern_counties,675649,...,...,...,...,...,2,2,2,2,73,...,14,3,...,3,1,29,...,42,0
2359,11,1907,urban,1028002,...,...,...,...,...,0,2,2,1,130,...,32,0,...,3,6,50,...,85,0
2360,11,1907,rural,1666183,...,...,...,...,...,3,5,1,2,115,...,11,9,...,10,3,71,...,91,0
2361,11,1907,class_1_cities,386863,...,...,...,...,...,0,1,0,0,58,...,17,0,...,0,4,15,...,26,0
2362,11,1907,class_2_cities,97740,...,...,...,...,...,0,1,0,0,7,...,3,0,...,0,1,6,...,9,0
2363,11,1907,class_3_cities,234029,...,...,...,...,...,0,0,0,0,31,...,5,0,...,1,1,17,...,27,0
2364,11,1907,class_4_cities,179439,...,...,...,...,...,0,0,1,1,20,...,6,0,...,2,0,6,...,17,0
2365,11,1907,class_5_cities,129931,...,...,...,...,...,0,0,1,0,14,...,1,0,...,0,0,6,...,6,0
2366,12,1907,indiana,2694185,...,...,...,...,...,2,8,9,7,334,...,29,16,...,43,9,102,...,184,0
2367,12,1907,northern_counties,899960,...,...,...,...,...,1,4,2,2,112,...,14,6,...,11,4,30,...,66,0
2368,12,1907,central_counties,1118576,...,...,...,...,...,0,3,2,3,131,...,9,6,...,18,3,43,...,74,0
2369,12,1907,southern_counties,675649,...,...,...,...,...,1,1,5,2,91,...,6,4,...,14,2,29,...,44,0
2370,12,1907,urban,1028002,...,...,...,...,...,1,2,5,2,144,...,19,5,...,16,3,52,...,80,0
2371,12,1907,rural,1666183,...,...,...,...,...,1,6,4,5,190,...,10,11,...,27,6,50,...,104,0
2372,12,1907,class_1_cities,386863,...,...,...,...,...,0,2,0,0,55,...,5,2,...,4,0,17,...,34,0
2373,12,1907,class_2_cities,97740,...,...,...,...,...,1,0,0,0,11,...,2,0,...,1,0,7,...,7,0
2374,12,1907,class_3_cities,234029,...,...,...,...,...,0,0,0,1,35,...,5,1,...,4,0,9,...,15,0
2375,12,1907,class_4_cities,179439,...,...,...,...,...,0,0,1,1,27,...,7,1,...,3,3,13,...,14,0
2376,12,1907,class_5_cities,129931,...,...,...,...,...,0,0,4,0,16,...,0,1,...,4,0,6,...,10,0
2377,1,1908,indiana,2694185,...,...,...,...,...,1,9,7,11,462,...,30,6,...,176,12,113,...,195,0
2378,1,1908,northern_counties,899960,...,...,...,...,...,0,3,2,3,150,...,9,2,...,53,2,38,...,67,0
2379,1,1908,central_counties,1118576,...,...,...,...,...,1,4,2,5,173,...,15,2,...,56,4,57,...,73,0
2380,1,1908,southern_counties,675649,...,...,...,...,...,0,2,3,3,139,...,6,2,...,67,6,18,...,55,0
2381,1,1908,urban,1028002,...,...,...,...,...,0,6,3,10,172,...,17,3,...,74,6,53,...,90,0
2382,1,1908,rural,1666183,...,...,...,...,...,1,3,4,1,290,...,13,3,...,102,6,60,...,105,0
2383,1,1908,class_1_cities,386863,...,...,...,...,...,0,2,1,3,70,...,8,0,...,26,2,28,...,36,0
2384,1,1908,class_2_cities,97740,...,...,...,...,...,0,1,0,1,13,...,2,1,...,6,0,1,...,8,0
2385,1,1908,class_3_cities,234029,...,...,...,...,...,0,1,0,2,50,...,5,2,...,19,2,9,...,20,0
2386,1,1908,class_4_cities,179439,...,...,...,...,...,0,0,0,4,24,...,1,0,...,12,2,8,...,15,0
2387,1,1908,class_5_cities,129931,...,...,...,...,...,0,2,2,0,15,...,1,0,...,11,0,7,...,11,0
